product,sector,year,import,export,Surplus / Deficit
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2007,595.2,135.6,-459.6
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2008,723.5,173.1,-550.4
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2009,1061.4,127.6,-933.8
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2010,898.8,130.9,-767.9
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2011,854.8,160.9,-693.9
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2012,745.8,95.3,-650.5
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2013,693.8,75.3,-618.5
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2014,669.7,78.9,-590.8
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2015,457.3,31.6,-425.7
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2016,293.9,33,-260.9
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2017,262.9,51.5,-211.4
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2018,240.9,28.6,-212.3
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2019,230.8,31.3,-199.5
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2020,263.5,27,-236.5
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2021,395.6,29.8,-365.8
Computer hardware and software,"machinery, appliances, electric equipment & parts thereof",2022,343.6,39.8,-303.8
"Iron ore, steel & articles thereof",base metals & products,2005,1642.3,881,-761.3
"Iron ore, steel & articles thereof",base metals & products,2006,2189.1,1516.7,-672.4
"Iron ore, steel & articles thereof",base metals & products,2007,4315.3,1588.7,-2726.6
"Iron ore, steel & articles thereof",base metals & products,2008,4538.1,1153.6,-3384.5
"Iron ore, steel & articles thereof",base metals & products,2009,3572.3,974.2,-2598.1
"Iron ore, steel & articles thereof",base metals & products,2010,3366.3,1074.2,-2292.1
"Iron ore, steel & articles thereof",base metals & products,2011,3668.4,748.4,-2920
"Iron ore, steel & articles thereof",base metals & products,2012,3058.9,766.7,-2292.2
"Iron ore, steel & articles thereof",base metals & products,2013,3481,842.7,-2638.3
"Iron ore, steel & articles thereof",base metals & products,2014,3249.9,529.7,-2720.2
"Iron ore, steel & articles thereof",base metals & products,2015,2601.4,336.7,-2264.7
"Iron ore, steel & articles thereof",base metals & products,2016,2447.1,750.7,-1696.4
"Iron ore, steel & articles thereof",base metals & products,2017,4113.4,949.2,-3164.2
"Iron ore, steel & articles thereof",base metals & products,2018,3887.3,919.5,-2967.8
"Iron ore, steel & articles thereof",base metals & products,2019,3149.7,704.9,-2444.8
"Iron ore, steel & articles thereof",base metals & products,2020,3336.8,1250.2,-2086.6
"Iron ore, steel & articles thereof",base metals & products,2021,5050.2,1972.7,-3077.5
"Iron ore, steel & articles thereof",base metals & products,2022,3540.2,1784.2,-1756
Aluminum ore and its articles,base metals & products,2005,152,329.2,177.2
Aluminum ore and its articles,base metals & products,2006,425.3,458.7,33.4
Aluminum ore and its articles,base metals & products,2007,451.6,512,60.4
Aluminum ore and its articles,base metals & products,2008,402.3,395.7,-6.6
Aluminum ore and its articles,base metals & products,2009,397.2,409.9,12.7
Aluminum ore and its articles,base metals & products,2010,349.5,430.3,80.8
Aluminum ore and its articles,base metals & products,2011,241,426.8,185.8
Aluminum ore and its articles,base metals & products,2012,274.5,330,55.5
Aluminum ore and its articles,base metals & products,2013,362.5,288.8,-73.7
Aluminum ore and its articles,base metals & products,2014,299.6,323.6,24
Aluminum ore and its articles,base metals & products,2015,365.9,249.5,-116.4
Aluminum ore and its articles,base metals & products,2016,353.5,264.1,-89.4
Aluminum ore and its articles,base metals & products,2017,366.1,344.1,-22
Aluminum ore and its articles,base metals & products,2018,629.4,399.6,-229.8
Aluminum ore and its articles,base metals & products,2019,548.8,294.8,-254
Aluminum ore and its articles,base metals & products,2020,540.2,445.3,-94.9
Aluminum ore and its articles,base metals & products,2021,948.8,523.1,-425.7
Aluminum ore and its articles,base metals & products,2022,817.4,453.7,-363.7
Copper ore and its articles,base metals & products,2005,96.7,20.9,-75.8
Copper ore and its articles,base metals & products,2006,327.6,50.1,-277.5
Copper ore and its articles,base metals & products,2007,578.5,161.5,-417
Copper ore and its articles,base metals & products,2008,336.1,84.2,-251.9
Copper ore and its articles,base metals & products,2009,323.1,83.5,-239.6
Copper ore and its articles,base metals & products,2010,472,214.6,-257.4
Copper ore and its articles,base metals & products,2011,542.1,248.3,-293.8
Copper ore and its articles,base metals & products,2012,525.9,227.5,-298.4
Copper ore and its articles,base metals & products,2013,617.5,124.1,-493.4
Copper ore and its articles,base metals & products,2014,558.1,165.9,-392.2
Copper ore and its articles,base metals & products,2015,502.1,143,-359.1
Copper ore and its articles,base metals & products,2016,476.5,171.7,-304.8
Copper ore and its articles,base metals & products,2017,580.1,208,-372.1
Copper ore and its articles,base metals & products,2018,484.1,123.8,-360.3
Copper ore and its articles,base metals & products,2019,421.7,124.5,-297.2
Copper ore and its articles,base metals & products,2020,706.2,144.3,-561.9
Copper ore and its articles,base metals & products,2021,1008,439,-569
Copper ore and its articles,base metals & products,2022,758,430.5,-327.5
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2005,108.3,14.2,-94.1
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2006,242.8,121.6,-121.2
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2007,933.1,603.8,-329.3
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2008,1171.8,637.2,-534.6
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2009,1096.4,513.5,-582.9
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2010,1677.8,453.3,-1224.5
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2011,1250.8,118.2,-1132.6
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2012,900.1,54.2,-845.9
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2013,717.9,55.6,-662.3
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2014,889.6,37.6,-852
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2015,840.5,33.4,-807.1
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2016,1280,114.2,-1165.8
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2017,1280.5,112.3,-1168.2
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2018,1765.2,256.4,-1508.8
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2019,1628.6,243.4,-1385.2
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2020,2055,107.8,-1947.2
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2021,2053.3,106.6,-1946.7
Cranes and bulldozers and parts thereof,"vehicles, cars and other means of transportation",2022,1103.1,262.4,-840.7
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2005,455,22.7,-432.3
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2006,643.9,74.6,-569.3
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2007,1241.6,216.7,-1024.9
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2008,1021.6,77.2,-944.4
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2009,1444.7,108.5,-1336.2
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2010,984,63.7,-920.3
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2011,790.2,42.9,-747.3
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2012,1130.2,53.9,-1076.3
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2013,1298.9,103.1,-1195.8
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2014,1838.4,134.8,-1703.6
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2015,1533.7,194.2,-1339.5
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2016,857.6,213.1,-644.5
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2017,764.2,76.2,-688
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2018,1266.9,89.3,-1177.6
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2019,1809,71.6,-1737.4
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2020,2499.6,56.8,-2442.8
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2021,2124.9,85.7,-2039.2
Cars and vehicles for transport of passengers & goods ,"vehicles, cars and other means of transportation",2022,397.2,114.4,-282.8
"Car accessories, batteries and spare parts","vehicles, cars and other means of transportation",2005,892.7,96.7,-796
"Car accessories, batteries and spare parts","vehicles, cars and other means of transportation",2006,887.2,154.3,-732.9
"Car accessories, batteries and spare parts","vehicles, cars and other means of transportation",2007,1546.4,118.9,-1427.5
"Car accessories, batteries and spare parts","vehicles, cars and other means of transportation",2008,1382.8,267.6,-1115.2
"Car accessories, batteries and spare parts","vehicles, cars and other means of transportation",2009,1945.1,147.6,-1797.5
"Car accessories, batteries and spare parts","vehicles, cars and other means of transportation",2010,2045.9,143.3,-1902.6
"Car accessories, batteries and spare parts","vehicles, cars and other means of transportation",2011,1649.9,101.7,-1548.2
"Car accessories, batteries and spare parts","vehicles, cars and other means of transportation",2012,1873.7,95.8,-1777.9
"Car accessories, batteries and spare parts","vehicles, cars and other means of transportation",2013,1844,126.5,-1717.5
"Car accessories, batteries and spare parts","vehicles, cars and other means of transportation",2014,1893.9,75.6,-1818.3
"Car accessories, batteries and spare parts","vehicles, cars and other means of transportation",2015,1452.8,142.1,-1310.7
